"","Month","Year","DecYear","Q","Conc","Flux","FNConc","FNFlux"
"45",6,1978,1978.45388127854,358.491275027455,0.0868975800461675,2703.79654201621,0.0837420929308397,3676.26530945024
"46",7,1978,1978.53744292237,404.930903072086,0.0796598292530636,2785.72697856945,0.0785902070607472,3361.38416620312
"47",8,1978,1978.62237442922,452.156095241784,0.0810184534806689,3165.87599072119,0.0799513626637955,3188.38192045754
"48",9,1978,1978.70593607306,507.815444878281,0.0923448820632563,4037.56032153579,0.0927555299108003,3462.70012266408
"49",10,1978,1978.7894977169,353.595200945645,0.118008543854263,3572.6750676877,0.118483180908697,3370.04162941155
"50",11,1978,1978.87305936073,352.355958314242,0.150246317064514,4602.41414894098,0.150397820399605,5148.08258723493
"51",12,1978,1978.95662100457,373.873716732246,0.17924308205694,5791.4167295057,0.178151093316411,10521.5598103319
"52",1,1979,1979.04155251142,656.676801756198,0.197232916311406,11248.9979152482,0.195599156068208,15071.4913704101
"53",2,1979,1979.12237442922,918.679401475232,0.196099582158196,15754.2832335609,0.195526493592477,17161.8004229594
"54",3,1979,1979.20319634703,825.847122642619,0.187298566965794,13498.4633439982,0.175508900702944,15851.8448544848
"55",4,1979,1979.28675799087,468.549417913715,0.147249100953264,6112.15382844378,0.139987176013747,9457.33485159866
"56",5,1979,1979.3703196347,509.246511307665,0.119808754901817,5251.64265649999,0.105113437778896,5548.89944088831
"57",6,1979,1979.45388127854,345.654304673655,0.0901899096407864,2700.03491385413,0.0881796932491981,3891.28743554896
"58",7,1979,1979.53744292237,464.76165910913,0.0852926196676057,3423.85656265344,0.0829301525280366,3554.38998173976
"59",8,1979,1979.62237442922,443.935075328297,0.085326450486929,3266.1320084584,0.084079280300945,3359.60321267998
"60",9,1979,1979.70593607306,412.482062103733,0.0975606821442284,3470.59136069667,0.09696543443222,3628.65461781402
"61",10,1979,1979.7894977169,356.152851585397,0.122745275972952,3785.08620603927,0.122739253657722,3502.28731025637
"62",11,1979,1979.87305936073,430.416064803896,0.156371203786213,5872.74297141629,0.156420894477459,5381.18130086084
"63",12,1979,1979.95662100457,575.380049278383,0.18768247958438,9433.73807167782,0.186427892239289,11042.6775533666
"64",1,1980,1980.04143897996,1660.37198852725,0.208116298724593,30008.3521654389,0.203608346383165,15685.5922726281
"65",2,1980,1980.12340619308,1488.78260890767,0.206080381976234,26013.0593330243,0.201946616245428,17723.8878085123
"66",3,1980,1980.20537340619,1567.01774017632,0.186391499752552,25307.810137393,0.180727643237568,16280.6773276721
"67",4,1980,1980.28870673953,639.583169980526,0.161659968951471,9040.46712958563,0.145081591380892,9800.60813442348
"68",5,1980,1980.37204007286,450.055167930559,0.123611885249007,4812.54651932667,0.109594631465199,5822.34126851027
"69",6,1980,1980.45537340619,504.417423314039,0.101926441193498,4428.1989061399,0.0922977460909921,4107.42330210871
"70",7,1980,1980.53870673953,501.938938051232,0.0901949484964213,3910.74058507833,0.0869504972490503,3740.34988873494
"71",8,1980,1980.62340619308,422.37773422182,0.0887200515482736,3235.83222440761,0.0876170595760344,3513.61431766519
"72",9,1980,1980.70673952641,449.860299310388,0.101092411153928,3927.0013057189,0.100194125076507,3766.46297784193
"73",10,1980,1980.79007285974,321.213516953077,0.125578537042342,3443.98475361145,0.125124887912391,3589.90342844393
"74",11,1980,1980.87340619308,307.851314771471,0.160715961479104,4285.67404503721,0.160803654036347,5586.15831926124
"75",12,1980,1980.95673952641,472.52595569409,0.196029005700041,7978.29690841053,0.194201863303513,11574.8532327134
"76",1,1981,1981.04155251142,524.135691817647,0.208880429146395,9621.82037440375,0.209927842731403,16161.3392645407
"77",2,1981,1981.12237442922,686.380129657904,0.21304371455047,12708.7213452892,0.205243173584772,17841.8885936875
"78",3,1981,1981.20319634703,694.036770029711,0.194974780403138,11616.148543781,0.183884596788713,16409.7744808744
"79",4,1981,1981.28675799087,487.738800802888,0.158294308560758,6947.47864213941,0.150655122185702,10108.5759180265
"80",5,1981,1981.3703196347,390.224411893515,0.124239082309065,4202.78155048779,0.115194736442674,6136.95825608776
"81",6,1981,1981.45388127854,303.80200574075,0.092195350611161,2430.0483460082,0.0968438073874173,4346.51350486816
"82",7,1981,1981.53744292237,433.339094106469,0.0908873281745649,3405.52991701544,0.0899583429246158,3884.33228760394
"83",8,1981,1981.62237442922,420.550840907711,0.089984845400453,3269.30364496167,0.0890600738519328,3586.24668192037
"84",9,1981,1981.70593607306,362.550023006966,0.0995569797720535,3111.51197248019,0.100236530110047,3787.87550770912
"85",10,1981,1981.7894977169,280.199762051348,0.121904107994118,2946.96471414671,0.123170348436176,3549.48718315482
"86",11,1981,1981.87305936073,932.738041486653,0.163654660227741,14052.1669127532,0.159936613213495,5607.07458957433
"87",12,1981,1981.95662100457,1757.28867884069,0.198274979123658,30095.6691668753,0.196534382043527,11717.3351059509
"88",1,1982,1982.04155251142,1829.54230941367,0.210293514556003,33034.1733454053,0.211239604953897,15984.1601901876
"89",2,1982,1982.12237442922,1682.930858647,0.198280924950625,27952.535847769,0.203865156696413,17153.1257200687
"90",3,1982,1982.20319634703,1778.66333061576,0.167614450179501,25739.0301561736,0.181833930430329,15655.7670188693
"91",4,1982,1982.28675799087,2168.50409491331,0.126039024782437,23641.5462691708,0.153588448675238,9938.98995915929
"92",5,1982,1982.3703196347,1199.44680537775,0.120340854641733,12454.6426956119,0.120922384449633,6230.76237865783
"93",6,1982,1982.45388127854,730.857804775562,0.108076887226616,6854.43166845474,0.10229175963515,4513.31983688667
"94",7,1982,1982.53744292237,499.289942745776,0.095994779841053,4146.03853182113,0.0935978083421121,4020.14350370121
"95",8,1982,1982.62237442922,583.60106919187,0.094509324762444,4773.08777101382,0.0920181478370544,3695.41167583927
"96",9,1982,1982.70593607306,703.862411237423,0.105897252501108,6434.0553127091,0.101670986805267,3842.45938354784
"97",10,1982,1982.7894977169,544.505552269954,0.12704111463421,5983.4022316897,0.121872349956819,3514.13407167429
"98",11,1982,1982.87305936073,892.641387028606,0.166209715695822,13106.3486976806,0.15662427130417,5504.67610205757
"99",12,1982,1982.95662100457,1634.06472480409,0.195821621217761,27487.4524601931,0.194602763606335,11556.7875540597
"100",1,1983,1983.04155251142,1345.415581175,0.208876261183562,23667.482240314,0.211118178416525,15700.7987286619
"101",2,1983,1983.12237442922,2238.14331066142,0.177223842200113,34254.7273425044,0.202865393714863,16663.2720079313
"102",3,1983,1983.20319634703,2216.93503667032,0.148811696273129,28552.8414928457,0.178393473890826,15046.0432565748
"103",4,1983,1983.28675799087,1713.45237376867,0.130647457103767,19323.7234827251,0.152607343420208,9624.90549250197
"104",5,1983,1983.3703196347,1763.68280544007,0.105292224764944,16022.5128076897,0.125112214671057,6249.4864856875
"105",6,1983,1983.45388127854,1369.96902731661,0.0988132958189339,11689.7599258535,0.107494840041469,4674.10435140005
"106",7,1983,1983.53744292237,877.822237428998,0.0979257898292009,7427.22261278875,0.0984254840752088,4208.66700293574
"107",8,1983,1983.62237442922,709.017295205399,0.10011771587919,6137.83733182462,0.0965498108529942,3872.83173208672
"108",9,1983,1983.70593607306,697.066368108941,0.110485535669079,6644.07365994503,0.104410902591349,3958.26607973124
"109",10,1983,1983.7894977169,598.855628364673,0.129856934047311,6675.38314099695,0.12083942149562,3504.2414954506
"110",11,1983,1983.87305936073,1382.42843971883,0.167971594294212,20865.6161369408,0.153906206686426,5464.79722804873
"111",12,1983,1983.95662100457,2109.97043312928,0.19458441073056,35446.0230989166,0.19360911701581,11580.1911036733
"112",1,1984,1984.04143897996,1608.48821840658,0.206567700604368,28529.1253747115,0.209730931474581,15601.3951268144
"113",2,1984,1984.12340619308,916.684667962562,0.20202324136203,15869.2656425916,0.1976049481854,16273.4590577753
"114",3,1984,1984.20537340619,889.879733302112,0.174533025949555,13306.2181952883,0.169167436499188,14359.9553777641
"115",4,1984,1984.28870673953,507.815444878281,0.150646127900818,6686.01811149706,0.143552021193762,9110.41284618091
"116",5,1984,1984.37204007286,436.262123409042,0.127573167190936,4800.55087634263,0.120981931096319,6069.59471034097
"117",6,1984,1984.45537340619,424.469527066474,0.111132300176123,4072.64003724431,0.107452047252717,4704.01984467934
"118",7,1984,1984.53870673953,612.557328220485,0.104230160741217,5514.42971060004,0.101956551911878,4374.37266793991
"119",8,1984,1984.62340619308,531.899988402607,0.103580750549009,4761.94900255983,0.10078056934451,4058.5685545535
"120",9,1984,1984.70673952641,501.019401749798,0.111239745541742,4812.75623920367,0.107466061623784,4099.00572712558
"121",10,1984,1984.79007285974,374.787163389301,0.12515357655298,4039.29140892305,0.12010661281644,3517.40286348027
"122",11,1984,1984.87340619308,744.166722568841,0.167157331079045,11134.1080269982,0.152351542151002,5469.23738402835
"123",12,1984,1984.95673952641,921.941710964711,0.202832021599203,16083.5105777214,0.193092331594258,11656.6736808282
"124",1,1985,1985.04155251142,475.448984996663,0.214046482572794,8790.54227911876,0.207938179557154,15578.7187224799
"125",2,1985,1985.12237442922,517.389235793405,0.203382899556073,9082.6417079625,0.193524918452429,16026.3331845011
"126",3,1985,1985.20319634703,405.204937069202,0.174870485217977,6138.8445643561,0.163579986975919,14031.4423726748
"127",4,1985,1985.28675799087,353.828434325413,0.143952507351095,4428.60354818516,0.137456922664247,8840.02626345355
"128",5,1985,1985.3703196347,380.359187997331,0.123528205264041,4050.36114426291,0.117441607504028,5971.54903745982
"129",6,1985,1985.45388127854,376.897225167096,0.110167229942536,3596.48920918937,0.107716558336776,4754.76360946602
"130",7,1985,1985.53744292237,454.074333221597,0.106716560891334,4187.28035697608,0.105671101190279,4550.19958333526
"131",8,1985,1985.62237442922,380.815911325858,0.103020645196672,3391.95395899555,0.105133696382848,4246.21878253587
"132",9,1985,1985.70593607306,345.238990926914,0.106857056810626,3192.66288040053,0.11085166520705,4242.06984950921
"133",10,1985,1985.7894977169,274.974847172998,0.117682082354393,2798.25628065086,0.120805366234661,3554.80641896881
"134",11,1985,1985.87305936073,294.995466520091,0.148166517998438,3859.22898481011,0.151610502233219,5449.74839645709
"135",12,1985,1985.95662100457,456.083915867116,0.192027379399228,7539.91134877122,0.191732889053216,11578.8934606655
"136",1,1986,1986.04155251142,565.332136050788,0.212496261860281,10396.3382035458,0.206926375966525,15504.0100768323
"137",2,1986,1986.12237442922,1950.82845161352,0.179410981846059,29197.6618027116,0.193407921909926,15976.2084293908
"138",3,1986,1986.20319634703,2123.30675432227,0.144252604440996,26470.2730237559,0.164137463185923,14010.1877523127
"139",4,1986,1986.28675799087,731.32975221504,0.143326410921412,9111.95746303438,0.138732715848071,8884.93203273737
"140",5,1986,1986.3703196347,361.359497530605,0.125826378417673,3925.17794006122,0.119115621898836,6038.54013689664
"141",6,1986,1986.45388127854,334.705124077766,0.110410216278667,3213.29072349705,0.11015029496833,4854.73149111939
"142",7,1986,1986.53744292237,478.006635636415,0.111356550321667,4598.72814310278,0.109219007585419,4708.86868222469
"143",8,1986,1986.62237442922,427.94975882985,0.109176040248928,4038.80623931002,0.108858790215753,4404.01527616247
"144",9,1986,1986.70593607306,513.667593127807,0.119346540214705,5356.26162503212,0.113802661820318,4363.98847022675
"145",10,1986,1986.7894977169,437.358259397507,0.131179640173735,4954.52913648424,0.121453383813518,3584.38507078839
"146",11,1986,1986.87305936073,359.057611954829,0.154734691756494,4806.71466117667,0.150254142783983,5394.10931749688
"147",12,1986,1986.95662100457,371.22472142679,0.188777259727144,6046.68903233834,0.189409650030291,11431.3526882979
"148",1,1987,1987.04155251142,372.960270075192,0.208777883692568,6746.60214113652,0.20680604472113,15545.083181212
"149",2,1987,1987.12237442922,492.81425840916,0.207112954755382,8832.84890069384,0.197275691138277,16365.1471617897
"150",3,1987,1987.20319634703,611.004468903493,0.180858851330403,9490.4241315245,0.170647734168368,14631.0814206143
"151",4,1987,1987.28675799087,334.884464104768,0.151246212528675,4373.31696981332,0.144567620537854,9294.14376771713
"152",5,1987,1987.3703196347,283.058850087927,0.123459118787464,3038.97835105716,0.122966334912677,6241.78325386951
"153",6,1987,1987.45388127854,285.075131342265,0.108243610930344,2670.63534197482,0.11289615613548,4977.52037798378
"154",7,1987,1987.53744292237,428.771860821198,0.112627096000137,4172.42360379362,0.11186366839963,4831.81370578396
"155",8,1987,1987.62237442922,408.858723697419,0.110112087010772,3892.5659514379,0.111286171869917,4514.83280085192
"156",9,1987,1987.70593607306,329.183339035874,0.108343299783737,3083.7794043552,0.115799773767463,4461.14986612953
"157",10,1987,1987.7894977169,269.26580556641,0.114543356389697,2674.99721633288,0.120903599012226,3592.05168816047
"158",11,1987,1987.87305936073,230.197083079768,0.133241256601328,2663.52628888559,0.149394398553993,5409.60820123941
"159",12,1987,1987.95662100457,445.816775441828,0.192794824150171,7490.07886435365,0.191666389210211,11633.4778595173
"160",1,1988,1988.04143897996,719.247897764405,0.222091419895828,13811.0858437348,0.212502517087352,16058.1355739913
"161",2,1988,1988.12340619308,345.123770655483,0.207800858096971,6272.04613447992,0.205248577683471,17132.7454248409
"162",3,1988,1988.20537340619,321.350533951635,0.182892261608453,5076.08489507363,0.177988068291414,15272.6392109956
"163",4,1988,1988.28870673953,478.177145679065,0.160472081418593,6634.50587996461,0.149380532968633,9612.62513480337
"164",5,1988,1988.37204007286,310.745418263237,0.126830043461908,3449.86403792509,0.125085874657606,6351.05568107612
"165",6,1988,1988.45537340619,299.545039836659,0.109901697743118,2857.18463307068,0.113061065728054,4984.73677287268
"166",7,1988,1988.53870673953,414.61343763686,0.110350676557802,3954.91855829813,0.11066730210373,4782.9843734422
"167",8,1988,1988.62340619308,376.248678040587,0.105758135489717,3450.55657690347,0.11056257026754,4494.28941446789
"168",9,1988,1988.70673952641,326.682017606641,0.106991503031428,3019.77894619785,0.11630901310504,4502.02898452979
"169",10,1988,1988.79007285974,263.748587757803,0.11179875134934,2571.22157741921,0.120875396757192,3616.15823931145
"170",11,1988,1988.87340619308,321.55666841391,0.144339356132329,4305.77790944396,0.150845275968498,5473.50869982818
"171",12,1988,1988.95673952641,350.781785241919,0.188677411754014,5854.17141204409,0.195802105361672,11744.7670231269
"172",1,1989,1989.04155251142,363.168121911572,0.218150425423391,6884.99953390593,0.217303534034736,16160.9847895577
"173",2,1989,1989.12237442922,341.42026193091,0.21546081341986,6382.67888031965,0.209907150428529,17181.5917487354
"174",3,1989,1989.20319634703,1228.22037507495,0.181916126584006,18438.0453286091,0.18113683125874,15293.0389484534
"175",4,1989,1989.28675799087,602.393711749663,0.163164091946144,8567.11148805544,0.150872912714972,9567.61469786453
"176",5,1989,1989.3703196347,390.754210954606,0.132512894848523,4481.6332931634,0.124269756486094,6240.99642508216
"177",6,1989,1989.45388127854,376.236498751826,0.114897352603164,3748.55535115818,0.111119079640187,4879.13593222574
"178",7,1989,1989.53744292237,531.44326507408,0.112502749300617,5177.71844367022,0.108493242798138,4696.69520369496
"179",8,1989,1989.62237442922,518.746356541028,0.113306542382456,5101.40036415338,0.108687428766903,4432.86414762838
"180",9,1989,1989.70593607306,466.189680716325,0.120285614280913,4908.25650789149,0.115276401662952,4487.41868368868
"181",10,1989,1989.7894977169,404.200145746443,0.132417414392137,4715.02178008667,0.119235668918573,3595.54563155393
"182",11,1989,1989.87305936073,419.938831647485,0.167615697038911,6146.46027455766,0.151636129232392,5533.14680657784
"183",12,1989,1989.95662100457,435.988089411926,0.209208849703744,7886.99000274301,0.200656947329416,11891.4365605048
"184",1,1990,1990.04155251142,535.462430365118,0.238428479537354,11153.8697923689,0.222767630013496,16238.0090524185
"185",2,1990,1990.12237442922,390.873611481921,0.228408534421319,7752.66905103298,0.213887616468443,17086.5652158772
"186",3,1990,1990.20319634703,364.373871498884,0.197271650451742,6267.63720935884,0.182282301133387,15027.1588300231
"187",4,1990,1990.28675799087,432.435999844861,0.166730208616908,6272.49032686611,0.151097323704215,9422.6337697321
"188",5,1990,1990.3703196347,294.559143500238,0.118557250336319,3076.64301358027,0.122334847935967,6097.2568124904
"189",6,1990,1990.45388127854,297.855468003328,0.100875009410129,2680.16993890929,0.107944929661626,4743.05072000376
"190",7,1990,1990.53744292237,382.460115308555,0.101426671254559,3358.19438678087,0.10589817289921,4600.34579598516
"191",8,1990,1990.62237442922,391.868615876212,0.100886871840743,3419.90322983977,0.106113429605185,4345.42971332289
"192",9,1990,1990.70593607306,283.999091180255,0.0924623403978852,2289.53928023176,0.113283850446969,4435.58825336873
"193",10,1990,1990.7894977169,215.783503795892,0.0934143322015789,1751.65235300518,0.116398998019204,3538.19606409856
"194",11,1990,1990.87305936073,218.681565556506,0.118173948895524,2236.14018970383,0.148583424933675,5406.60219808017
"195",12,1990,1990.95662100457,306.342605376236,0.18302762567827,4885.53320907123,0.197646693049014,11522.2613446475
"196",1,1991,1991.04155251142,254.394893989569,0.192647659188663,4268.52087343187,0.21925640483795,15695.1464013526
"197",2,1991,1991.12237442922,230.306979412103,0.183155075375211,3757.7186876453,0.210170865720959,16505.1259703086
"198",3,1991,1991.20319634703,729.295810992,0.196982352146588,12143.7253153846,0.177374234868403,14402.101337141
"199",4,1991,1991.28675799087,308.058971644841,0.145092686698389,4142.56464131832,0.14624891908707,9010.75254910578
"200",5,1991,1991.3703196347,207.617290681828,0.103091104741811,1857.61072897841,0.117069402956516,5782.67297201558
"201",6,1991,1991.45388127854,252.859999123499,0.0929051189169124,2036.44521323098,0.101572069284841,4436.14665719473
"202",7,1991,1991.53744292237,269.411957031539,0.0842987905961663,1969.09461208932,0.0981024017614177,4247.71611970188
"203",8,1991,1991.62237442922,269.43022596468,0.0820897475132178,1912.28397663624,0.0987844685869508,4028.619622866
"204",9,1991,1991.70593607306,281.695987675602,0.090727047859986,2212.95577853545,0.107414418327353,4176.40847562475
"205",10,1991,1991.7894977169,266.123549066144,0.103666774976176,2406.10586594753,0.114012662255143,3447.4634272508
"206",11,1991,1991.87305936073,197.038055982047,0.110197700013748,1891.36024948845,0.146211091204283,5231.60626821197
"207",12,1991,1991.95662100457,262.195728440811,0.168782736829,3932.69256686013,0.192009003235276,10945.5553356176
"208",1,1992,1992.04143897996,295.655279488703,0.206655471629008,5403.68547165053,0.214177831098031,15042.9149380181
"209",2,1992,1992.12340619308,737.976074086861,0.203937064282293,13103.55429367,0.207386434318544,16066.5703853302
"210",3,1992,1992.20537340619,575.83677260691,0.204976329536354,10135.1700449742,0.17558590781725,14073.6532119105
"211",4,1992,1992.28870673953,267.547003440053,0.145860954936378,3491.65435183496,0.145005304030864,8851.15975090664
"212",5,1992,1992.37204007286,181.620598822068,0.0964004910562309,1520.48629504307,0.114495304021347,5612.91933213962
"213",6,1992,1992.45537340619,240.976362597444,0.0892416748554278,1870.00276435969,0.0964831177928013,4185.94005348642
"214",7,1992,1992.53870673953,235.276455457427,0.0771318584946999,1571.92172118852,0.0908906991321603,3916.90144797854
"215",8,1992,1992.62340619308,246.858959068873,0.077166784664866,1651.27609988249,0.0923428294068505,3744.653727308
"216",9,1992,1992.70673952641,277.929847108568,0.0893506671788859,2145.11372976536,0.103022901097254,3969.78351980646
"217",10,1992,1992.79007285974,188.170011353146,0.0842371360942294,1399.78145293206,0.113747260581779,3413.38976551615
"218",11,1992,1992.87340619308,180.661479832162,0.103578470547217,1627.99599909212,0.146051144281153,5147.04969777111
"219",12,1992,1992.95673952641,352.270703292917,0.175294649056983,5684.31108397683,0.188821371372269,10600.7743085486
"220",1,1993,1993.04155251142,1366.60754361865,0.195535426557098,21976.1594668628,0.212280537435528,14747.5961565586
"221",2,1993,1993.12237442922,1376.09760192355,0.192687655583419,21702.033719579,0.20974735757266,16062.098420985
"222",3,1993,1993.20319634703,1397.11666196426,0.169162824380731,18339.6312812156,0.180506133790517,14391.5195963537
"223",4,1993,1993.28675799087,1223.66532107844,0.135626136130315,13905.2447621285,0.148876378332668,9100.42803574687
"224",5,1993,1993.3703196347,706.642333897058,0.122078736112041,7421.10655234549,0.11480322045852,5664.06794323818
"225",6,1993,1993.45388127854,862.908698341495,0.0935684480053962,6927.20512296404,0.0930571081230561,4055.44837977676
"226",7,1993,1993.53744292237,562.409106748214,0.0877528392295747,4263.95225472426,0.0850591100716709,3658.81164309519
"227",8,1993,1993.62237442922,596.93739038486,0.0911165213806283,4691.11192636289,0.0866172291226838,3497.61195908941
"228",9,1993,1993.70593607306,448.161288528267,0.102160689727005,3948.18405725433,0.0988690045334671,3780.66595369204
"229",10,1993,1993.7894977169,391.32054788198,0.124782739337231,4219.09549590928,0.113891325621169,3388.51589188918
"230",11,1993,1993.87305936073,342.445062085205,0.157625849251239,4676.5450194388,0.147678111912966,5144.61395397076
"231",12,1993,1993.95662100457,576.019461938321,0.206486975261386,10246.9940772427,0.189107111617663,10521.2419876865
"232",1,1994,1994.04155251142,401.825184438102,0.239375752718657,8339.31027224977,0.213030789565595,14731.0139513825
"233",2,1994,1994.12237442922,571.899165053109,0.240618504583276,11777.8019765989,0.211725275125861,16190.0555152109
"234",3,1994,1994.20319634703,381.163021055538,0.214783709576154,7177.33720743702,0.183297720296615,14705.0538875402
"235",4,1994,1994.28675799087,238.852599119793,0.151612571652108,3144.60696146352,0.150337664569425,9325.0712042314
"236",5,1994,1994.3703196347,250.540149096801,0.112502333338672,2453.4747707547,0.114339776554137,5760.06582854096
"237",6,1994,1994.45388127854,229.111603968968,0.0818817669005415,1618.61232460664,0.0907025668534831,4010.96067893096
"238",7,1994,1994.53744292237,335.94741153136,0.07740890299608,2256.83999136852,0.0812998471932506,3502.9632623211
"239",8,1994,1994.62237442922,343.912666380872,0.0784753544844967,2351.93003005752,0.0821569556865998,3316.08938645981
"240",9,1994,1994.70593607306,408.140145660536,0.0955794621270092,3357.07689439818,0.0949056842364595,3623.18146183863
"241",10,1994,1994.7894977169,233.760134006717,0.0998903284235483,2019.85817381058,0.112618690318372,3339.92527952844
"242",11,1994,1994.87305936073,268.698555192379,0.142011352975993,3327.44437485637,0.148913207419318,5189.61563879382
"243",12,1994,1994.95662100457,463.58331292153,0.206085671978486,8211.51219420845,0.191532895759509,10673.1297921576
"244",1,1995,1995.04155251142,1761.58187812885,0.178209617034835,25113.9871745162,0.214282820223897,14861.8120752304
"245",2,1995,1995.12237442922,1647.53480068615,0.179313699357271,24885.4909721057,0.210853892586158,16261.1157472743
"246",3,1995,1995.20319634703,2036.62066656784,0.148534957500568,24942.8091176628,0.182750317757475,14866.391972697
"247",4,1995,1995.28675799087,1739.69265140364,0.126926375339115,19020.1029748777,0.149581658505376,9427.34753905465
"248",5,1995,1995.3703196347,1789.07662250618,0.103735147766449,15971.1046944158,0.113730888596007,5825.66516536581
"249",6,1995,1995.45388127854,1103.12994503577,0.0935474129836428,8936.56081429238,0.08949321278913,4002.10817128803
"250",7,1995,1995.53744292237,827.765360622433,0.083435338618335,5975.98337928591,0.0791620426488798,3420.04180673118
"251",8,1995,1995.62237442922,529.981750422794,0.0825378354267565,3785.20429575008,0.0789951019650611,3196.76884090989
